591;238
579;222
528;103
482;55
432;43
410;42
400;42
448;48
525;53
547;63
578;69
619;77
658;79
714;80
752;83
805;86
783;80
736;71
722;62
642;61
618;49
566;46
545;43
483;31
448;31
386;34
421;37
448;48
485;53
499;64
594;67
597;71
637;80
675;85
759;80
794;82
759;82
738;74
704;64
665;59
619;50
593;43
531;38
503;37
446;33
407;32
420;41
439;48
477;57
555;59
576;71
606;77
654;80
676;83
734;82
773;91
779;82
763;73
716;64
647;58
606;51
576;46
560;44
483;35
431;32
423;29
419;39
446;48
480;54
527;64
566;65
613;75
640;77
687;85
752;86
814;84
803;80
752;73
703;65
683;55
614;48
580;46
547;39
499;33
439;32
386;32
409;41
437;47
491;50
547;63
585;69
639;75
662;78
699;82
738;84
807;87
784;80
726;73
701;66
656;54
629;51
589;45
560;39
495;33
451;35
418;33
410;37
426;47
492;50
509;64
579;64
619;75
624;80
704;83
739;86
779;84
803;80
761;70
708;63
684;59
634;49
573;48
533;38
537;37
471;32
432;32
432;37
451;46
496;51
539;64
576;71
631;80
652;80
697;82
743;82
790;89
796;80
735;75
715;64
673;55
634;48
599;48
544;42
495;36
432;33
425;33
411;42
419;45
528;55
529;62
573;66
621;77
663;82
691;86
742;87
781;86
806;80
755;74
737;66
667;54
629;49
609;48
563;37
521;36
450;35
418;27
419;38
432;48
491;48
518;61
561;67
637;69
656;79
701;80
747;82
798;86
784;80
779;70
713;65
669;57
640;49
610;43
567;38
509;35
441;34
430;33
395;33
432;41
475;48
525;56
552;64
593;68
642;81
688;81
731;82
737;81
784;80
752;75
707;64
673;54
615;50
592;46
533;37
493;33
455;31
400;31
337;36
434;43
496;50
528;58
560;65
610;67
658;79
684;82
746;82
752;79
779;78
741;71
723;63
686;56
627;48
569;43
539;39
500;34
463;27
400;29
390;39
460;46
496;53
521;61
567;65
623;71
630;80
676;80
731;83
791;81
802;82
755;72
714;64
675;58
629;49
599;42
560;42
496;38
443;33
419;33
384;37
453;45
458;56
531;64
560;65
614;75
653;79
688;83
715;82
775;83
810;82
768;74
711;61
670;61
634;53
578;45
554;42
518;39
460;39
422;39
397;35
449;45
448;48
521;60
583;64
600;74
639;71
704;82
732;86
763;82
798;82
750;78
730;64
677;56
623;55
622;44
558;38
492;38
433;34
419;35
381;32
435;43
462;51
521;57
560;70
610;73
642;80
689;83
747;83
784;83
781;80
767;75
739;66
684;59
625;49
629;48
550;39
526;35
448;37
402;34
393;39
436;46
496;53
526;61
542;69
596;74
637;80
698;81
747;81
775;81
801;82
784;76
739;69
679;57
660;53
611;48
560;39
506;38
464;33
419;30
403;36
432;45
451;50
506;61
560;65
598;71
652;77
686;80
733;82
774;82
777;80
777;70
719;64
693;59
639;48
611;48
563;43
499;36
464;37
426;34
397;39
432;45
480;51
526;63
544;65
597;69
643;78
656;83
731;81
751;82
801;86
779;74
742;66
671;60
634;51
587;48
541;40
528;35
457;36
429;32
390;33
464;48
459;49
507;60
583;64
640;70
642;79
688;81
729;84
759;86
810;84
779;75
734;66
688;61
640;48
611;46
563;41
533;33
478;35
418;35
396;35
423;43
460;49
496;60
559;64
589;71
656;79
672;82
715;82
779;85
793;82
774;77
751;70
690;64
650;54
594;48
563;43
507;38
469;35
432;37
390;36
450;48
471;49
510;64
546;65
608;75
656;79
677;82
747;84
766;83
831;81
768;75
725;65
675;53
657;54
606;45
570;42
509;43
466;36
434;34
403;35
427;47
477;50
496;59
570;66
589;74
639;80
659;84
713;85
774;87
825;86
784;78
732;66
688;59
650;51
615;43
577;41
529;37
486;34
448;35
400;37
431;48
476;51
526;63
576;64
614;67
656;77
688;80
726;80
752;80
813;81
799;76
743;64
698;57
670;50
637;48
568;46
542;38
500;34
459;31
412;33
439;46
455;48
496;53
560;64
